Transaction ID,Date,Store ID,Store Name,City,State,Customer ID,Gender,Age,Product ID,Product Name,Product Category,Quantity,Cost Price,Price per Unit,Discount %,Gross Sales,Discount Amount,Total Amount,Total Cost,Profit,Profit Margin %,Opening Stock,Purchased Stock,Stock Before Sale,Stock After Sale,Reorder Level,Stock Status,Payment Method,Year,Month,Month Name,Quarter,Day Name,Season
T001846,2024-01-14,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0605,Female,36,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,115,51,166,165,43,Healthy,Cash,2024,1,January,Q1,Sunday,Winter
T004877,2024-01-14,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0344,Male,42,P015,Body Lotion,Beauty,2,215.0,350.0,10,700.0,70.0,630.0,430.0,200.0,31.75,65,86,151,149,43,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T000139,2024-01-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0868,Male,28,P015,Body Lotion,Beauty,3,215.0,350.0,5,1050.0,52.5,997.5,645.0,352.5,35.34,174,53,227,224,31,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T000890,2024-01-15,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0478,Female,55,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,10,300.0,30.0,270.0,225.0,45.0,16.67,101,88,189,188,56,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T001084,2024-01-15,ST002,City Center Store,Bareilly,Uttar Pradesh,C0692,Female,27,P013,Face Wash,Beauty,1,150.0,250.0,0,250.0,0.0,250.0,150.0,100.0,40.0,277,107,384,383,38,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T000098,2024-01-15,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0839,Female,58,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,278,102,380,378,28,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T001060,2024-01-15,ST004,Mall Store,Agra,Uttar Pradesh,C0133,Male,22,P016,Perfume,Beauty,1,560.0,900.0,5,900.0,45.0,855.0,560.0,295.0,34.5,148,37,185,184,47,Healthy,Credit Card,2024,1,January,Q1,Monday,Winter
T003894,2024-01-15,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1015,Female,19,P018,Mixer Grinder,Home & Kitchen,1,1850.0,2800.0,25,2800.0,700.0,2100.0,1850.0,250.0,11.9,163,128,291,290,33,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T003139,2024-01-16,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0661,Female,26,P013,Face Wash,Beauty,1,150.0,250.0,5,250.0,12.5,237.5,150.0,87.5,36.84,241,150,391,390,36,Healthy,Cash,2024,1,January,Q1,Tuesday,Winter
T000491,2024-01-16,ST002,City Center Store,Bareilly,Uttar Pradesh,C0733,Female,47,P002,Bluetooth Speaker,Electronics,4,1450.0,2200.0,15,8800.0,1320.0,7480.0,5800.0,1680.0,22.46,87,20,107,103,31,Healthy,UPI,2024,1,January,Q1,Tuesday,Winter
T001423,2024-01-16,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0877,Male,41,P010,Rice 5kg,Grocery,3,510.0,650.0,5,1950.0,97.5,1852.5,1530.0,322.5,17.41,146,111,257,254,44,Healthy,Credit Card,2024,1,January,Q1,Tuesday,Winter
T001463,2024-01-16,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1170,Male,33,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,0,5600.0,0.0,5600.0,3700.0,1900.0,33.93,246,57,303,301,26,Healthy,UPI,2024,1,January,Q1,Tuesday,Winter
T002978,2024-01-16,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0563,Male,42,P004,USB Cable,Electronics,1,220.0,450.0,10,450.0,45.0,405.0,220.0,185.0,45.68,55,15,70,69,55,Healthy,UPI,2024,1,January,Q1,Tuesday,Winter
T000341,2024-01-17,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1142,Male,35,P020,Bedsheet,Home & Kitchen,4,650.0,1100.0,15,4400.0,660.0,3740.0,2600.0,1140.0,30.48,94,75,169,165,34,Healthy,Credit Card,2024,1,January,Q1,Wednesday,Winter
T001315,2024-01-17,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0986,Male,31,P004,USB Cable,Electronics,3,220.0,450.0,0,1350.0,0.0,1350.0,660.0,690.0,51.11,183,16,199,196,26,Healthy,Credit Card,2024,1,January,Q1,Wednesday,Winter
T001377,2024-01-17,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0521,Male,35,P015,Body Lotion,Beauty,3,215.0,350.0,5,1050.0,52.5,997.5,645.0,352.5,35.34,107,106,213,210,51,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T002525,2024-01-17,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0566,Female,34,P010,Rice 5kg,Grocery,4,510.0,650.0,15,2600.0,390.0,2210.0,2040.0,170.0,7.69,262,53,315,311,23,Healthy,Cash,2024,1,January,Q1,Wednesday,Winter
T004290,2024-01-17,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0559,Male,29,P009,Cooking Oil,Grocery,1,135.0,180.0,0,180.0,0.0,180.0,135.0,45.0,25.0,198,131,329,328,22,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T001670,2024-01-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0934,Male,41,P005,T-Shirt,Clothing,2,380.0,700.0,0,1400.0,0.0,1400.0,760.0,640.0,45.71,226,78,304,302,34,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T002489,2024-01-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0393,Female,54,P012,Tea 500g,Grocery,3,190.0,280.0,0,840.0,0.0,840.0,570.0,270.0,32.14,96,91,187,184,46,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T003775,2024-01-17,ST002,City Center Store,Bareilly,Uttar Pradesh,C0252,Male,29,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,0,1800.0,0.0,1800.0,1200.0,600.0,33.33,166,113,279,278,23,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T001644,2024-01-17,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0949,Male,28,P019,Cookware Set,Home & Kitchen,1,1500.0,2400.0,10,2400.0,240.0,2160.0,1500.0,660.0,30.56,282,43,325,324,27,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T004014,2024-01-17,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1056,Female,32,P009,Cooking Oil,Grocery,1,135.0,180.0,10,180.0,18.0,162.0,135.0,27.0,16.67,296,85,381,380,24,Healthy,Credit Card,2024,1,January,Q1,Wednesday,Winter
T004606,2024-01-17,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0160,Male,28,P019,Cookware Set,Home & Kitchen,5,1500.0,2400.0,5,12000.0,600.0,11400.0,7500.0,3900.0,34.21,228,47,275,270,21,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T001397,2024-01-17,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0051,Male,40,P015,Body Lotion,Beauty,3,215.0,350.0,10,1050.0,105.0,945.0,645.0,300.0,31.75,160,17,177,174,43,Healthy,UPI,2024,1,January,Q1,Wednesday,Winter
T000366,2024-01-18,ST004,Mall Store,Agra,Uttar Pradesh,C0839,Female,58,P007,Jacket,Clothing,1,1700.0,2800.0,10,2800.0,280.0,2520.0,1700.0,820.0,32.54,98,126,224,223,59,Healthy,Cash,2024,1,January,Q1,Thursday,Winter
T001205,2024-01-18,ST004,Mall Store,Agra,Uttar Pradesh,C0529,Female,30,P005,T-Shirt,Clothing,1,380.0,700.0,15,700.0,105.0,595.0,380.0,215.0,36.13,161,75,236,235,25,Healthy,UPI,2024,1,January,Q1,Thursday,Winter
T004553,2024-01-18,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0255,Male,50,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,5,300.0,15.0,285.0,225.0,60.0,21.05,174,52,226,225,56,Healthy,Debit Card,2024,1,January,Q1,Thursday,Winter
T003941,2024-01-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0767,Female,53,P009,Cooking Oil,Grocery,2,135.0,180.0,10,360.0,36.0,324.0,270.0,54.0,16.67,191,125,316,314,57,Healthy,Credit Card,2024,1,January,Q1,Friday,Winter
T004260,2024-01-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1067,Female,43,P003,Smart Watch,Electronics,1,2300.0,3500.0,0,3500.0,0.0,3500.0,2300.0,1200.0,34.29,290,104,394,393,24,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T004588,2024-01-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0469,Female,32,P005,T-Shirt,Clothing,1,380.0,700.0,15,700.0,105.0,595.0,380.0,215.0,36.13,49,104,153,152,22,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T004854,2024-01-19,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0735,Female,18,P014,Shampoo,Beauty,1,260.0,420.0,0,420.0,0.0,420.0,260.0,160.0,38.1,299,77,376,375,41,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T002063,2024-01-19,ST002,City Center Store,Bareilly,Uttar Pradesh,C1001,Female,31,P001,Wireless Headphones,Electronics,3,1200.0,1800.0,5,5400.0,270.0,5130.0,3600.0,1530.0,29.82,57,43,100,97,42,Healthy,Debit Card,2024,1,January,Q1,Friday,Winter
T003544,2024-01-19,ST002,City Center Store,Bareilly,Uttar Pradesh,C0551,Male,34,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,10,1800.0,180.0,1620.0,1200.0,420.0,25.93,107,72,179,178,29,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T002642,2024-01-19,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0080,Male,42,P020,Bedsheet,Home & Kitchen,1,650.0,1100.0,0,1100.0,0.0,1100.0,650.0,450.0,40.91,102,102,204,203,38,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T000560,2024-01-19,ST004,Mall Store,Agra,Uttar Pradesh,C0583,Male,36,P009,Cooking Oil,Grocery,1,135.0,180.0,10,180.0,18.0,162.0,135.0,27.0,16.67,271,72,343,342,45,Healthy,Debit Card,2024,1,January,Q1,Friday,Winter
T001204,2024-01-19,ST004,Mall Store,Agra,Uttar Pradesh,C0484,Male,18,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,0,2200.0,0.0,2200.0,1450.0,750.0,34.09,254,69,323,322,50,Healthy,Credit Card,2024,1,January,Q1,Friday,Winter
T002738,2024-01-19,ST004,Mall Store,Agra,Uttar Pradesh,C0676,Male,34,P005,T-Shirt,Clothing,1,380.0,700.0,0,700.0,0.0,700.0,380.0,320.0,45.71,199,91,290,289,45,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T003254,2024-01-19,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0577,Male,34,P006,Jeans,Clothing,2,950.0,1600.0,0,3200.0,0.0,3200.0,1900.0,1300.0,40.62,139,34,173,171,35,Healthy,Cash,2024,1,January,Q1,Friday,Winter
T000391,2024-01-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0205,Male,47,P012,Tea 500g,Grocery,2,190.0,280.0,5,560.0,28.0,532.0,380.0,152.0,28.57,290,140,430,428,43,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T001543,2024-01-20,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0158,Female,52,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,83,37,120,118,41,Healthy,Cash,2024,1,January,Q1,Saturday,Winter
T002698,2024-01-20,ST002,City Center Store,Bareilly,Uttar Pradesh,C1138,Female,24,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,5,5600.0,280.0,5320.0,3700.0,1620.0,30.45,65,83,148,146,34,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T004322,2024-01-20,ST002,City Center Store,Bareilly,Uttar Pradesh,C0306,Male,44,P012,Tea 500g,Grocery,1,190.0,280.0,10,280.0,28.0,252.0,190.0,62.0,24.6,235,66,301,300,33,Healthy,Cash,2024,1,January,Q1,Saturday,Winter
T001976,2024-01-20,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0291,Female,18,P015,Body Lotion,Beauty,1,215.0,350.0,5,350.0,17.5,332.5,215.0,117.5,35.34,182,75,257,256,21,Healthy,Credit Card,2024,1,January,Q1,Saturday,Winter
T002688,2024-01-20,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0250,Female,42,P008,Sneakers,Clothing,1,2050.0,3200.0,0,3200.0,0.0,3200.0,2050.0,1150.0,35.94,50,126,176,175,50,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T002708,2024-01-20,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0136,Male,42,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,0,4400.0,0.0,4400.0,2900.0,1500.0,34.09,51,12,63,61,58,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T003481,2024-01-20,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0903,Male,18,P020,Bedsheet,Home & Kitchen,2,650.0,1100.0,15,2200.0,330.0,1870.0,1300.0,570.0,30.48,215,25,240,238,55,Healthy,Credit Card,2024,1,January,Q1,Saturday,Winter
T004485,2024-01-21,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1095,Female,28,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,15,1000.0,150.0,850.0,580.0,270.0,31.76,145,49,194,192,40,Healthy,Debit Card,2024,1,January,Q1,Sunday,Winter
T000007,2024-01-21,ST002,City Center Store,Bareilly,Uttar Pradesh,C1070,Female,46,P007,Jacket,Clothing,4,1700.0,2800.0,15,11200.0,1680.0,9520.0,6800.0,2720.0,28.57,163,102,265,261,26,Healthy,Credit Card,2024,1,January,Q1,Sunday,Winter
T002848,2024-01-21,ST002,City Center Store,Bareilly,Uttar Pradesh,C0736,Female,40,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,25,300.0,75.0,225.0,225.0,0.0,0.0,51,141,192,191,58,Healthy,Credit Card,2024,1,January,Q1,Sunday,Winter
T002483,2024-01-21,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0798,Female,37,P003,Smart Watch,Electronics,3,2300.0,3500.0,5,10500.0,525.0,9975.0,6900.0,3075.0,30.83,80,74,154,151,53,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T000048,2024-01-21,ST004,Mall Store,Agra,Uttar Pradesh,C1102,Female,26,P005,T-Shirt,Clothing,2,380.0,700.0,5,1400.0,70.0,1330.0,760.0,570.0,42.86,250,70,320,318,40,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T001717,2024-01-21,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0380,Male,53,P009,Cooking Oil,Grocery,4,135.0,180.0,10,720.0,72.0,648.0,540.0,108.0,16.67,64,75,139,135,20,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T001908,2024-01-21,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0324,Female,41,P003,Smart Watch,Electronics,3,2300.0,3500.0,10,10500.0,1050.0,9450.0,6900.0,2550.0,26.98,221,43,264,261,49,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T002110,2024-01-21,ST005,Station Road Store,Lucknow,Uttar Pradesh,C1171,Male,28,P013,Face Wash,Beauty,1,150.0,250.0,5,250.0,12.5,237.5,150.0,87.5,36.84,232,136,368,367,46,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T003643,2024-01-22,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0438,Female,42,P005,T-Shirt,Clothing,2,380.0,700.0,0,1400.0,0.0,1400.0,760.0,640.0,45.71,135,76,211,209,42,Healthy,Debit Card,2024,1,January,Q1,Monday,Winter
T004129,2024-01-22,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0549,Female,36,P015,Body Lotion,Beauty,2,215.0,350.0,15,700.0,105.0,595.0,430.0,165.0,27.73,47,114,161,159,49,Healthy,Debit Card,2024,1,January,Q1,Monday,Winter
T004314,2024-01-22,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0030,Male,42,P009,Cooking Oil,Grocery,2,135.0,180.0,10,360.0,36.0,324.0,270.0,54.0,16.67,142,80,222,220,43,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T000030,2024-01-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C1190,Male,24,P011,Wheat Flour 5kg,Grocery,3,225.0,300.0,5,900.0,45.0,855.0,675.0,180.0,21.05,241,22,263,260,39,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T001710,2024-01-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0214,Male,34,P020,Bedsheet,Home & Kitchen,4,650.0,1100.0,25,4400.0,1100.0,3300.0,2600.0,700.0,21.21,238,120,358,354,58,Healthy,Credit Card,2024,1,January,Q1,Monday,Winter
T001841,2024-01-22,ST002,City Center Store,Bareilly,Uttar Pradesh,C0876,Female,41,P006,Jeans,Clothing,2,950.0,1600.0,5,3200.0,160.0,3040.0,1900.0,1140.0,37.5,250,89,339,337,36,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T000320,2024-01-22,ST004,Mall Store,Agra,Uttar Pradesh,C0400,Female,32,P012,Tea 500g,Grocery,2,190.0,280.0,0,560.0,0.0,560.0,380.0,180.0,32.14,120,126,246,244,27,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T001674,2024-01-22,ST004,Mall Store,Agra,Uttar Pradesh,C1110,Male,25,P012,Tea 500g,Grocery,1,190.0,280.0,10,280.0,28.0,252.0,190.0,62.0,24.6,260,22,282,281,31,Healthy,UPI,2024,1,January,Q1,Monday,Winter
T002886,2024-01-22,ST004,Mall Store,Agra,Uttar Pradesh,C0476,Male,18,P015,Body Lotion,Beauty,1,215.0,350.0,0,350.0,0.0,350.0,215.0,135.0,38.57,263,88,351,350,27,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T004229,2024-01-22,ST004,Mall Store,Agra,Uttar Pradesh,C0716,Male,40,P010,Rice 5kg,Grocery,1,510.0,650.0,0,650.0,0.0,650.0,510.0,140.0,21.54,124,114,238,237,57,Healthy,Cash,2024,1,January,Q1,Monday,Winter
T003526,2024-01-22,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0710,Female,24,P010,Rice 5kg,Grocery,2,510.0,650.0,25,1300.0,325.0,975.0,1020.0,-45.0,-4.62,170,142,312,310,38,Healthy,Debit Card,2024,1,January,Q1,Monday,Winter
T001042,2024-01-23,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0177,Male,43,P015,Body Lotion,Beauty,1,215.0,350.0,0,350.0,0.0,350.0,215.0,135.0,38.57,121,13,134,133,38,Healthy,Debit Card,2024,1,January,Q1,Tuesday,Winter
T000481,2024-01-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0590,Male,28,P013,Face Wash,Beauty,3,150.0,250.0,5,750.0,37.5,712.5,450.0,262.5,36.84,73,143,216,213,53,Healthy,Debit Card,2024,1,January,Q1,Tuesday,Winter
T003347,2024-01-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0685,Female,40,P004,USB Cable,Electronics,1,220.0,450.0,10,450.0,45.0,405.0,220.0,185.0,45.68,278,33,311,310,53,Healthy,Cash,2024,1,January,Q1,Tuesday,Winter
T003627,2024-01-23,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0704,Male,30,P006,Jeans,Clothing,2,950.0,1600.0,10,3200.0,320.0,2880.0,1900.0,980.0,34.03,79,99,178,176,38,Healthy,Debit Card,2024,1,January,Q1,Tuesday,Winter
T001105,2024-01-23,ST004,Mall Store,Agra,Uttar Pradesh,C0184,Male,44,P013,Face Wash,Beauty,2,150.0,250.0,15,500.0,75.0,425.0,300.0,125.0,29.41,80,121,201,199,58,Healthy,Cash,2024,1,January,Q1,Tuesday,Winter
T002643,2024-01-23,ST004,Mall Store,Agra,Uttar Pradesh,C0836,Male,19,P001,Wireless Headphones,Electronics,2,1200.0,1800.0,20,3600.0,720.0,2880.0,2400.0,480.0,16.67,73,118,191,189,44,Healthy,UPI,2024,1,January,Q1,Tuesday,Winter
T000746,2024-01-23,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0420,Male,43,P011,Wheat Flour 5kg,Grocery,1,225.0,300.0,15,300.0,45.0,255.0,225.0,30.0,11.76,207,11,218,217,20,Healthy,Cash,2024,1,January,Q1,Tuesday,Winter
T003698,2024-01-23,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0656,Female,26,P009,Cooking Oil,Grocery,1,135.0,180.0,5,180.0,9.0,171.0,135.0,36.0,21.05,169,93,262,261,47,Healthy,UPI,2024,1,January,Q1,Tuesday,Winter
T001880,2024-01-24,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1041,Female,20,P007,Jacket,Clothing,1,1700.0,2800.0,20,2800.0,560.0,2240.0,1700.0,540.0,24.11,245,43,288,287,48,Healthy,Credit Card,2024,1,January,Q1,Wednesday,Winter
T001165,2024-01-25,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1162,Male,39,P016,Perfume,Beauty,3,560.0,900.0,10,2700.0,270.0,2430.0,1680.0,750.0,30.86,58,96,154,151,50,Healthy,Debit Card,2024,1,January,Q1,Thursday,Winter
T002369,2024-01-25,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0772,Male,30,P008,Sneakers,Clothing,2,2050.0,3200.0,5,6400.0,320.0,6080.0,4100.0,1980.0,32.57,261,126,387,385,25,Healthy,UPI,2024,1,January,Q1,Thursday,Winter
T003555,2024-01-25,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0233,Male,25,P017,Water Bottle,Home & Kitchen,2,290.0,500.0,0,1000.0,0.0,1000.0,580.0,420.0,42.0,273,13,286,284,54,Healthy,Debit Card,2024,1,January,Q1,Thursday,Winter
T004358,2024-01-25,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0822,Male,43,P018,Mixer Grinder,Home & Kitchen,2,1850.0,2800.0,10,5600.0,560.0,5040.0,3700.0,1340.0,26.59,284,89,373,371,24,Healthy,UPI,2024,1,January,Q1,Thursday,Winter
T001383,2024-01-25,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1143,Male,49,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,20,4400.0,880.0,3520.0,2900.0,620.0,17.61,206,138,344,342,56,Healthy,UPI,2024,1,January,Q1,Thursday,Winter
T003860,2024-01-25,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0509,Female,24,P013,Face Wash,Beauty,2,150.0,250.0,10,500.0,50.0,450.0,300.0,150.0,33.33,116,19,135,133,45,Healthy,Debit Card,2024,1,January,Q1,Thursday,Winter
T000906,2024-01-25,ST004,Mall Store,Agra,Uttar Pradesh,C0859,Female,18,P016,Perfume,Beauty,1,560.0,900.0,10,900.0,90.0,810.0,560.0,250.0,30.86,103,94,197,196,57,Healthy,Credit Card,2024,1,January,Q1,Thursday,Winter
T004628,2024-01-25,ST004,Mall Store,Agra,Uttar Pradesh,C0569,Female,30,P005,T-Shirt,Clothing,2,380.0,700.0,0,1400.0,0.0,1400.0,760.0,640.0,45.71,247,65,312,310,33,Healthy,UPI,2024,1,January,Q1,Thursday,Winter
T000578,2024-01-25,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0830,Female,33,P014,Shampoo,Beauty,3,260.0,420.0,10,1260.0,126.0,1134.0,780.0,354.0,31.22,165,65,230,227,27,Healthy,Cash,2024,1,January,Q1,Thursday,Winter
T002168,2024-01-26,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0174,Male,30,P018,Mixer Grinder,Home & Kitchen,5,1850.0,2800.0,10,14000.0,1400.0,12600.0,9250.0,3350.0,26.59,297,97,394,389,59,Healthy,Cash,2024,1,January,Q1,Friday,Winter
T003175,2024-01-26,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0104,Male,28,P003,Smart Watch,Electronics,1,2300.0,3500.0,10,3500.0,350.0,3150.0,2300.0,850.0,26.98,89,72,161,160,43,Healthy,Cash,2024,1,January,Q1,Friday,Winter
T000861,2024-01-26,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0763,Female,32,P006,Jeans,Clothing,2,950.0,1600.0,25,3200.0,800.0,2400.0,1900.0,500.0,20.83,289,54,343,341,35,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T000966,2024-01-26,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C1157,Female,21,P001,Wireless Headphones,Electronics,1,1200.0,1800.0,0,1800.0,0.0,1800.0,1200.0,600.0,33.33,293,23,316,315,42,Healthy,Debit Card,2024,1,January,Q1,Friday,Winter
T002923,2024-01-26,ST004,Mall Store,Agra,Uttar Pradesh,C1050,Male,42,P016,Perfume,Beauty,1,560.0,900.0,20,900.0,180.0,720.0,560.0,160.0,22.22,182,86,268,267,20,Healthy,Debit Card,2024,1,January,Q1,Friday,Winter
T003859,2024-01-26,ST004,Mall Store,Agra,Uttar Pradesh,C0305,Female,27,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,0,4400.0,0.0,4400.0,2900.0,1500.0,34.09,174,24,198,196,40,Healthy,UPI,2024,1,January,Q1,Friday,Winter
T000328,2024-01-27,ST002,City Center Store,Bareilly,Uttar Pradesh,C0815,Male,29,P002,Bluetooth Speaker,Electronics,1,1450.0,2200.0,20,2200.0,440.0,1760.0,1450.0,310.0,17.61,62,129,191,190,34,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T004810,2024-01-27,ST002,City Center Store,Bareilly,Uttar Pradesh,C0067,Female,33,P002,Bluetooth Speaker,Electronics,2,1450.0,2200.0,0,4400.0,0.0,4400.0,2900.0,1500.0,34.09,299,44,343,341,31,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T003610,2024-01-27,ST003,Highway Store,Shahjahanpur,Uttar Pradesh,C0204,Male,45,P003,Smart Watch,Electronics,1,2300.0,3500.0,15,3500.0,525.0,2975.0,2300.0,675.0,22.69,144,73,217,216,44,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T001323,2024-01-27,ST004,Mall Store,Agra,Uttar Pradesh,C0406,Female,40,P007,Jacket,Clothing,3,1700.0,2800.0,0,8400.0,0.0,8400.0,5100.0,3300.0,39.29,268,116,384,381,44,Healthy,Debit Card,2024,1,January,Q1,Saturday,Winter
T001742,2024-01-27,ST005,Station Road Store,Lucknow,Uttar Pradesh,C0139,Female,39,P018,Mixer Grinder,Home & Kitchen,3,1850.0,2800.0,0,8400.0,0.0,8400.0,5550.0,2850.0,33.93,244,148,392,389,29,Healthy,UPI,2024,1,January,Q1,Saturday,Winter
T000117,2024-01-28,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C1157,Female,21,P012,Tea 500g,Grocery,2,190.0,280.0,10,560.0,56.0,504.0,380.0,124.0,24.6,147,135,282,280,47,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
T000874,2024-01-28,ST001,Main Market Store,Pilibhit,Uttar Pradesh,C0065,Female,40,P010,Rice 5kg,Grocery,5,510.0,650.0,10,3250.0,325.0,2925.0,2550.0,375.0,12.82,141,26,167,162,31,Healthy,UPI,2024,1,January,Q1,Sunday,Winter
